headline_clean,label,source
"Two Oath Keepers, including founder, found guilty of seditious conspiracy in Jan. 6 case",0,NBC
"A new book has amplified fierce debate around teens, mental health and smartphones",0,NBC
Kamala Harris once said police could pay surprise visits to legal gun owners' homes for safe storage checks,1,FoxNews
Riley Gaines rips Georgia Tech president in remarks to lawmakers: 'Why didn’t you protect me?',1,FoxNews
"Digital thumps CNN, NY Times, other major brands in key metrics during second quarter",1,FoxNews
Biden reveals meaning of 'come to Jesus' expression from hot mic moment following the SOTU,1,FoxNews
Biden admin faces bipartisan backlash for allowing beef imports from Paraguay: ‘Cutting corners’,1,FoxNews
Pennsylvania Republicans seek to levy illegal immigrants' remittances to fund property tax relief,1,FoxNews
Patients scramble for treatments as hospitals conserve IV fluids after storms,0,NBC
Power Rankings: Harris loses her lead and a new electorate emerges,1,FoxNews
What does paying your 'fair share' mean? The jury is still out for members of Congress.,1,FoxNews
"North Korea has most likely sent missiles to Russia, South says",0,NBC
Katy Perry exits ‘American Idol’: ‘This is my last season’,1,FoxNews
Poll: Half of voters plan to cast their ballots early with a stark partisan divide,0,NBC
The best video games for beginners to try this year,0,NBC
"New FBI stats show 'historic' declines in violent crime rate, with murder showing sharpest drop",0,NBC
Mike Johnson won't commit to bringing House back before the election for more hurricane relief,0,NBC
Happy birthday to America's first presidential centenarian,1,FoxNews
Biden tells 'The View' he was 'confident' he could have beaten Trump: 'He's a loser',1,FoxNews
"After false pet claims, Springfield mayor says Trump visit would be 'an extreme strain' on resources",0,NBC
"Most Americans are hesitant to share their honest opinions on key political issues, Social Pressure Index says",1,FoxNews
A Trump employee told the FBI that the former president ordered staff to move boxes of documents at Mar a Lago,0,NBC
Trump campaign targets Nikki Haley for first time on New Hampshire airwaves,0,NBC
"AI gives Russia, China new tools to divide U.S. society, undermine U.S. image, spies say",0,NBC
"How to shop for eco friendly shoes, according to experts",0,NBC
Trump verdict fires up the donor class leading to massive May fundraising haul,1,FoxNews
"Liza Colón Zayas, who plays Tina in 'The Bear,' discusses her character's compelling backstory",0,NBC
"Netanyahu to address Congress, House Speaker Mike Johnson says",0,NBC
"Trump, Harris blasted for ignoring exploding budget deficit, as economists plead with both to 'get real'",1,FoxNews
"As leader race looms, John Thune takes Senate map by storm to boost GOP candidates",1,FoxNews
"Olivia Jade Giannulli recalls being 'publicly shamed' for Lori Loughlin, Mossimo Giannulli's scandal",1,FoxNews
Obama endorses Harris for president in a whirlwind week of party support,0,NBC
Anxious Cubans brace for upcoming price hikes and austerity measures,0,NBC
Trump calls judge overseeing his Jan. 6 case 'the most evil person',0,NBC
"Ivy League anti Israel agitators' protests spiral into 'actual terror organization,' professor warns",1,FoxNews
Florida police department invites public to homeless veteran's funeral,1,FoxNews
How did the Hezbollah pager explosions happen? 5 things to know,1,FoxNews
CBS '60 Minutes' airs two different answers from VP Harris to the same question,1,FoxNews
Trump set to host rally in Biden's home state ahead of hush money trial,1,FoxNews
Trump says presidential civilian award is 'better' than top military honor whose recipients are 'dead' or 'hit' by bullets,0,NBC
"I was a victim of pre Title IX discrimination, and I'm fighting to protect girls' sports",1,FoxNews
"Democrats privately concerned Biden campaign is 'doomed,' worry Trump may even win blue states: report",1,FoxNews
Harrison Ford loves being old despite challenges: 'I don't want to be young again',1,FoxNews
National Black Farmers president issues dire warning to Biden admin: 'We're heading for a food shortage',1,FoxNews
"Shop our dry skin essentials, as seen on TODAY",0,NBC
WaPo columnist called out for 'sycophantic' defense of Kamala Harris: 'Refusing to see reality',1,FoxNews
San Jose State women's volleyball's trans player raises eyebrows with brutal spike vs New Mexico,1,FoxNews
"On this day in history, December 14, 1977, 'Saturday Night Fever' debuts, capturing disco era in America",1,FoxNews
Israeli ground forces join attacks on Gaza as conflict intensifies,0,NBC
"44 gift ideas for teen girls from UGG, Rare Beauty and more",0,NBC
These are the best AC options if you can’t install a window unit (bonus: you can wheel them into any room you want),0,NBC
Sen. Fetterman hits back at AOC's suggestion he's a bully after House clash: 'That's absurd',1,FoxNews
"Tom Cruise, Harrison Ford, Charlize Theron suffer brutal injuries risking their bodies on set",1,FoxNews
Peloton recalls 2.2 million exercise bikes over safety hazard,0,NBC
24 eco friendly gift ideas for everyone on your list,0,NBC
DNC uses final leg of Taylor Swift's Eras tour to energize young voters,0,NBC
NRA leaders knock back liberal pols 'who want to exaggerate our death': 'We haven't lost a beat',1,FoxNews
The first general election ballots of the presidential race are in the mail,0,NBC
Target Circle is free. Here’s why you should use it.,0,NBC
Press freedom chilled in Kashmir as reporting is ‘criminalized’,0,NBC
"Our editors spent over $2,300 on Black Friday and Cyber Monday here’s what we bought",0,NBC
House GOP demands FEC probe 'potentially illegal' ActBlue fundraising as Dem platform hauls Harris millions,1,FoxNews
Putin and Xi meet at Central Asian summit aimed at countering U.S.,0,NBC
"Cats have more freedom than women in Afghanistan, Meryl Streep says",0,NBC
Judge denies special counsel's request to impose gag order on Trump over false claim about FBI raid,0,NBC
'They're not here to hurt me': Former aide says Trump knew Jan. 6 crowd was armed,0,NBC
Webpage that rated Kamala Harris the 'most liberal' senator in 2019 suddenly disappears,1,FoxNews
"Brunch is served: Try this delicious Dutch baby with fried eggs, maple bacon and smoked cheddar",1,FoxNews
Poll: 87% consider situation at southern border a problem,1,FoxNews
CNN calls out Harris for using Trump's border wall in campaign ad after condemning it for years,1,FoxNews
Ex National Guardsman wanted on Jan. 6 charges surrenders after FBI manhunt,0,NBC
Kanye West implies he plans to vote for Donald Trump in 2020,0,NBC
Historian who predicted almost every election since 1984 reveals who is likely to win in Trump Harris matchup,1,FoxNews
The Easyplant self watering pots keep my plants healthy,0,NBC
"Brian Stelter defends media not covering Hunter Biden in 2020, says critics don't know 'how newsrooms work'",1,FoxNews
Judge denies Hunter Biden's motion to dismiss federal gun case,1,FoxNews
Harris says it is part of the American tradition for VPs not to criticize the president,0,NBC
Hostage deal exposes tensions between Israel’s far right and hostage families,0,NBC
Honey Deuce sales at US Open revealed as cocktail explodes in popularity,1,FoxNews
The significance of why Hamas chose to attack Israel now,0,NBC
"Israel says it conducted retaliatory strikes against Hezbollah in Lebanon, struck Hamas in Gaza",1,FoxNews
Constant neck pain from watching your phone at a 90 degree angle? It might be time to try a neck stretcher,0,NBC
Ron DeSantis' political star is tarnished after key Florida primary night losses,0,NBC
Alabama executes man who killed 5 in drug fueled rampage,1,FoxNews
GOP rep introduces resolution condemning UN for calling on Americans to stop eating meat,1,FoxNews
Collapsed Francis Scott Key Bridge detonated to help free ship from Port of Baltimore,1,FoxNews
"Why Biden did the debate throwdown, Trump agreed, and the risks for each side",1,FoxNews
The best expert recommended multiplayer Nintendo Switch games,0,NBC
Kamala Harris offers vague 'Day 1' Oval Office plan in CNN interview: 'A number of things',1,FoxNews
Caregiving for a spouse during good times and bad: One military man's incredible story,1,FoxNews
"Bruce Willis diagnosed with aphasia, 'stepping away' from acting, family reveals",1,FoxNews
"Trump, Harris trade barbs on crime during first presidential debate: 'Through the roof'",1,FoxNews
DeSantis admin blocked from threatening TV stations over pro abortion ads,1,FoxNews
"App crash during Lent leads Hallow CEO to hear God say, ‘Give up and let me handle it’",1,FoxNews
"Meet the American who created bubble gum, Walter Diemer, home kitchen chemist outwitted scientists",1,FoxNews
"France is sending a new Statue of Liberty to the US for July 4, but this time it's mini",1,FoxNews
Voters react to Vance 'non answer' when asked if Trump won 2020 election,1,FoxNews
"Nashville Christian school shooter fired 152 shots in massacre plot months in making, police say",1,FoxNews
U.N. chief calls for slavery reparations to overcome ‘generations of discrimination’,0,NBC
BTS stars to serve military duty in South Korea,0,NBC
"Howard Stern hits back at critics calling him 'woke,' says he takes it as a compliment",1,FoxNews
Pat Sajak staying on as board chair of conservative Hillsdale College,1,FoxNews
FBI has gained access to Thomas Matthew Crooks' phone in Trump assassination attempt,1,FoxNews
Allergies acting up? You may need a humidifier. Here's how to choose the best for your space,0,NBC
"Cuba protesters demand food, electricity as Rubio says nation on ‘verge of collapse’ from Marxist policies",1,FoxNews
Walmart’s first ever Holiday Deals event is coming here’s what you need to know,0,NBC
"Dementia has 2 shocking new risk factors, study finds, with total of 14 now on list",1,FoxNews
Ron DeSantis is running the Iowa playbook and hoping that’s what still counts,0,NBC
VP Kamala Harris could name one of these 5 Democrats as her running mate,1,FoxNews
Vance slams Beshear for comment on abortion: 'Disgusting',0,NBC
Secretary of State Antony Blinken declines to identify 'red line' for aid to Israel,0,NBC
Meta to start blocking some content from reaching teens on Facebook and Instagram,0,NBC
"Bruce Willis diagnosed with frontotemporal dementia following aphasia battle, family says",1,FoxNews
Army veteran regains ability to walk with robotic exoskeleton after paralysis: ‘Beyond words’,1,FoxNews
"The best men's work from home pants: Everlane, Bonobos and more",0,NBC
Israel's Netanyahu faces growing pressure over Gaza plan from his own war Cabinet,0,NBC
"Howard Stern says he 'hates' anyone that votes for Trump: 'They are stupid, I have no respect for them'",1,FoxNews
Republicans say it's time for a wake up call on abortion. Again.,0,NBC
"Harris campaign won't give details on type of gun she owns, last time she went to range",1,FoxNews
Who was Thomas Matthew Crooks? What we know about Trump’s attempted assassin,1,FoxNews
"Man charged in apparent Trump plot wrote 'This was an assassination attempt,' court filing shows",0,NBC
Jan. 6 defendant arrested near Obama's home had guns and 400 rounds of ammunition in his van,0,NBC
Taylor Swift arrives for Chiefs Ravens Week 1 opener,1,FoxNews
North Korea fires two missiles after U.S. submarine arrives in South,0,NBC
Two women with heart disease had to fight for a diagnosis. Here’s how they advocated for their health,1,FoxNews
"U.S., U.K. among 9 countries pausing funding to UNRWA amid allegations 12 employees were part of Oct. 7 attack",0,NBC
"On this day in history, September 23, 1806, Lewis and Clark return to St. Louis as heroes after journey",1,FoxNews
